x,y,z
-2.9999740598363536, 60.00000041109929, 7162.235941827973
-2.9973770608969272, 60.000041537205306, 7161.561324376561
-2.9947741349855463, 60.00008269542469, 7160.883624618782
-2.9921652507393954, 60.00012388587833, 7160.202819162675
-2.9895503765358047, 60.00016510868806, 7159.518884368259
-2.986929480489347, 60.000206363976474, 7158.831796344139
-2.9843025304488395, 60.00024765186696, 7158.141530944073
-2.981669493994355, 60.000288972483816, 7157.448063763492
-2.9790303384341326, 60.00033032595212, 7156.751370135939
-2.976385030801497, 60.00037171239786, 7156.051425129454
-2.9737335378517074, 60.000413131947816, 7155.34820354292
-2.971075826058756, 60.00045458472983, 7154.641679902308
-2.968411861612135, 60.000496070872394, 7153.931828456904
-2.9657416104135494, 60.00053759050495, 7153.21862317543
-2.963065038073575, 60.00057914375791, 7152.502037742127
-2.9603821099082857, 60.00062073076255, 7151.7820455527535
-2.9576927909358064, 60.00066235165106, 7151.058619710531
-2.954997045872845, 60.00070400655659, 7150.331733022008
-2.9522948391311394, 60.00074569561321, 7149.601357992853
-2.9495861348138743, 60.00078741895588, 7148.867466823584
-2.946870896712048, 60.0008291767206, 7148.130031405217
-2.9441490883007617, 60.0008709690443, 7147.389023314831
-2.941420672735481, 60.000912796064846, 7146.644413811078
-2.938685612848214, 60.00095465792117, 7145.896173829586
-2.9359438711436545, 60.000996554753144, 7145.144273978302
-2.933195409795255, 60.00103848670163, 7144.388684532751
-2.9304401906412454, 60.00108045390855, 7143.629375431198
-2.9276781751805823, 60.0011224565168, 7142.866316269732
-2.924909324568851, 60.0011644946704, 7142.099476297275
-2.9221335996140887, 60.00120656851433, 7141.328824410471
-2.9193509607725465, 60.00124867819465, 7140.554329148513
-2.916561368144406, 60.00129082385846, 7139.77595868787
-2.913764781469404, 60.00133300565403, 7138.993680836905
-2.9109611601223984, 60.001375223730655, 7138.207463030407
-2.9081504631088673, 60.001417478238785, 7137.417272324028
-2.905332649060345, 60.0014597693299, 7136.623075388606
-2.902507676229766, 60.00150209715671, 7135.824838504396
-2.899675502486748, 60.00154446187294, 7135.022527555185
-2.8968360853128083, 60.00158686363357, 7134.216108022306
-2.8939893817964966, 60.00162930259475, 7133.405544978546
-2.8911353486284463, 60.00167177891372, 7132.590803081915
-2.8882739420963452, 60.001714292748986, 7131.771846569345
-2.8854051180798423, 60.00175684426021, 7130.948639250222
-2.882528832045354, 60.00179943360836, 7130.121144499836
-2.879645039040805, 60.00184206095548, 7129.289325252681
-2.8767536936902602, 60.00188472646499, 7128.453143995649
-2.8738547501884955, 60.001927430301485, 7127.612562761077
-2.8709481622954622, 60.001970172630855, 7126.767543119684
-2.8680338833306744, 60.0020129536203, 7125.918046173347
-2.8651118661674855, 60.0020557734383, 7125.064032547762
-2.8621820632272934, 60.002098632254715, 7124.2054623849535
-2.8592444264736354, 60.00214153024056, 7123.342295335647
-2.8562989074061913, 60.00218446756833, 7122.474490551479
-2.8533454570546843, 60.00222744441191, 7121.602006677076
-2.8503840259726787, 60.00227046094636, 7120.724801841966
-2.8474145642312827, 60.002313517348384, 7119.842833652339
-2.844437021412739, 60.00235661379591, 7118.956059182642
-2.8414513466039026, 60.00239975046839, 7118.064434967017
-2.838457488389617, 60.00244292754666, 7117.167916990553
-2.8354553948459778, 60.00248614521301, 7116.266460680387
-2.83244501353348, 60.00252940365126, 7115.36002089662
-2.8294262914900408, 60.0025727030466, 7114.448551923038
-2.8263991752239197, 60.002616043585846, 7113.532007457669
-2.8233636107065, 60.00265942545731, 7112.610340603148
-2.820319543364952, 60.002702848850774, 7111.683503856863
-2.817266918074776, 60.002746313957665, 7110.7514491009415
-2.8142056791522148, 60.00278982097088, 7109.814127591997
-2.811135770346518, 60.002833370085064, 7108.871489950698
-2.8080571348320866, 60.00287696149636, 7107.9234861510995
-2.804969715200474, 60.00292059540259, 7106.970065509765
-2.801873453452254, 60.002964272003254, 7106.011176674675
-2.798768290988731, 60.003007991499466, 7105.046767613891
-2.795654168603515, 60.00305175409405, 7104.07678560399
-2.7925310264739416, 60.00309555999159, 7103.101177218267
-2.789398804152335, 60.00313940939833, 7102.119888314672
-2.7862574405571334, 60.00318330252235, 7101.132864023524
-2.7831068739638165, 60.00322723957349, 7100.140048734931
-2.7799470419957117, 60.00327122076339, 7099.141386085971
-2.776777881614599, 60.0033152463055, 7098.136818947595
-2.773599329111172, 60.00335931641502, 7097.126289411246
-2.770411320095308, 60.00340343130924, 7096.109738775198
-2.767213789486165, 60.003447591207205, 7095.087107530595
-2.764006671502085, 60.003491796329754, 7094.058335347206
-2.760789899650334, 60.003536046899924, 7093.02336105885
-2.7575634067166366, 60.00358034314253, 7091.982122648525
-2.7543271247545005, 60.00362468528452, 7090.934557233195
-2.751080985074385, 60.00366907355469, 7089.880601048268
-2.747824918232615, 60.003713508183964, 7088.820189431712
-2.7445588540201236, 60.00375798940538, 7087.753256807827
-2.741282721450969, 60.00380251745399, 7086.679736670675
-2.737996448750616, 60.00384709256702, 7085.599561567106
-2.7346999633440263, 60.00389171498376, 7084.51266307945
-2.7313931918435035, 60.0039363849458, 7083.418971807789
-2.728076060036297, 60.00398110269687, 7082.318417351843
-2.7247484928719845, 60.00402586848291, 7081.2109282924475
-2.721410414449594, 60.00407068255214, 7080.096432172617
-2.7180617480044837, 60.00411554515509, 7078.974855478162
-2.714702415894967, 60.00416045654458, 7077.846123617877
-2.7113323395886635, 60.00420541697589, 7076.710160903283
-2.7079514396486, 60.00425042670655, 7075.56689052787
-2.7045596357190185, 60.004295485996536, 7074.4162345459
-2.7011568465109175, 60.00434059510833, 7073.258113850699
-2.6977429897872875, 60.00438575430689, 7072.092448152437
-2.694317982348071, 60.00443096385965, 7070.9191559554065
-2.6908817400148033, 60.004476224036615, 7069.738154534746
-2.687434177614949, 60.00452153511041, 7068.549359912635
-2.683975208965936, 60.00456689735627, 7067.352686833907
-2.680504746858828, 60.00461231105208, 7066.148048741109
-2.6770227030417044, 60.00465777647839, 7064.93535774892
-2.673528988202672, 60.004703293918496, 7063.714524618012
-2.670023511952537, 60.004748863658556, 7062.485458728229
-2.6665061828071135, 60.00479448598746, 7061.248068051161
-2.6629769081691737, 60.00484016119691, 7060.002259122017
-2.659435594309999, 60.004885889581566, 7058.747937010829
-2.6558821463505784, 60.004931671439024, 7057.485005292954
-2.652316468242377, 60.0049775070698, 7056.213366018836
-2.6487384627477195, 60.005023396777524, 7054.932919683026
-2.6451480314197497, 60.00506934086883, 7053.643565192441
-2.641545074581958, 60.005115339653436, 7052.345199833823
-2.637929491307278, 60.0051613934443, 7051.037719240377
-2.634301179396725, 60.00520750255742, 7049.721017357577
-2.6306600353575824, 60.00525366731223, 7048.39498640812
-2.6270059543811115, 60.00529988803135, 7047.059516855954
-2.6233388303197542, 60.00534616504072, 7045.714497369431
-2.6196585556638743, 60.00539249866975, 7044.3598147834855
-2.615965021517956, 60.005438889251266, 7042.99535406085
-2.6122581175762845, 60.005485337121556, 7041.620998252268
-2.608537732098097, 60.00553184262047, 7040.236628455672
-2.604803751882157, 60.005578406091466, 7038.842123774296
-2.601056062240782, 60.005625027881734, 7037.437361273692
-2.597294546973263, 60.00567170834208, 7036.0222159376
-2.593519088338706, 60.00571844782709, 7034.596560622674
-2.5897295670282428, 60.00576524669527, 7033.160266011991
-2.5859258621366012, 60.00581210530886, 7031.7132005673075
-2.582107851133031, 60.0058590240342, 7030.255230480052
-2.5782754098315577, 60.00590600324152, 7028.786219620985
-2.5744284123605587, 60.00595304330522, 7027.306029488504
-2.5705667311316023, 60.00600014460377, 7025.814519155517
-2.5666902368075797, 60.006047307519935, 7024.311545214896
-2.56279879827009, 60.00609453244066, 7022.796961723401
-2.558892282586037, 60.00614181975725, 7021.270620144076
-2.5549705549734476, 60.00618916986549, 7019.7323692870195
-2.551033478766472, 60.00623658316562, 7018.182055248534
-2.5470809153795355, 60.006284060062306, 7016.619521348535
-2.54311272427065, 60.00633160096506, 7015.044608066227
-2.5391287629037955, 60.00637920628794, 7013.457152973928
-2.5351288867104302, 60.0064268764499, 7011.856990669026
-2.5311129490500397, 60.00647461187469, 7010.243952704
-2.527080801169706, 60.00652241299102, 7008.617867514383
-2.5230322921627057, 60.00657028023256, 7006.978560344707
-2.518967268926046, 60.00661821403828, 7005.325853172234
-2.5148855761169657, 60.00666621485216, 7003.6595646284895
-2.510787056108334, 60.00671428312361, 7001.979509918498
-2.506671548942931, 60.006762419307314, 7000.285500737612
-2.502538892286567, 60.00681062386355, 6998.577345185898
-2.498388921379998, 60.00685889725806, 6996.85484767994
-2.494221468989622, 60.00690723996226, 6995.117808862019
-2.490036365356906, 60.00695565245342, 6993.366025506553
-2.4858334381464835, 60.007004135214565, 6991.599290423688
-2.48161251239293, 60.00705268873476, 6989.817392359959
-2.47737341044613, 60.00710131350916, 6988.020115895918
-2.473115951915195, 60.00715001003903, 6986.207241340573
-2.46883995361093, 60.00719877883203, 6984.378544622612
-2.464545229486739, 60.007247620402154, 6982.53379717818
-2.460231590577963, 60.007296535269994, 6980.672765835183
-2.4558988449395884, 60.00734552396271, 6978.795212693924
-2.4515467975822696, 60.00739458701426, 6976.9008950039815
-2.4471752504066124, 60.007443724965555, 6974.98956503714
-2.4427840021356526, 60.00749293836449, 6973.060969956262
-2.438372848245495, 60.00754222776608, 6971.114851679952
-2.4339415808940066, 60.007591593732684, 6969.1509467428
-2.4294899888475663, 60.00764103683404, 6967.16898615111
-2.425017857405727, 60.00769055764753, 6965.168695233873
-2.4205249683237873, 60.00774015675815, 6963.1497934888375
-2.4160110997331437, 60.00778983475884, 6961.111994423464
-2.4114760260594132, 60.00783959225057, 6959.055005390614
-2.406919517938179, 60.00788942984233, 6956.978527418665
-2.4023413421283206, 60.007939348151616, 6954.882255035949
-2.397741261422846, 60.007989347804305, 6952.765876089188
-2.3931190345571074, 60.008039429435044, 6950.629071555759
-2.3884744161143407, 60.008089593687174, 6948.471515349483
-2.383807156428398, 60.00813984121316, 6946.292874119712
-2.3791170014836274, 60.008190172674674, 6944.092807043429
-2.3744036928117422, 60.00824058874265, 6941.870965610064
-2.369666967385588, 60.00829109009775, 6939.626993398727
-2.3649065575097126, 60.00834167743029, 6937.360525847561
-2.3601221907076146, 60.008392351440556, 6935.0711900148635
-2.355313589605514, 60.008443112839124, 6932.758604331616
-2.3504804718125705, 60.00849396234687, 6930.422378345112
-2.3456225497973846, 60.00854490069526, 6928.062112453232
-2.340739530760634, 60.00859592862667, 6925.677397629014
-2.3358311165037366, 60.00864704689448, 6923.267815135087
-2.330897003293345, 60.00869825626342, 6920.832936227509
-2.3259368817215385, 60.00874955750979, 6918.372321848556
-2.3209504365615516, 60.00880095142159, 6915.885522307996
-2.315937346618837, 60.00885243879901, 6913.372076952277
-2.3108972845773237, 60.008904020454445, 6910.831513821173
-2.3058299168406298, 60.00895569721298, 6908.263349291231
-2.3007349033680886, 60.009007469912525, 6905.6670877055
-2.295611897505313, 60.00905933940418, 6903.0422209888475
-2.290460545809167, 60.00911130655249, 6900.388228248276
-2.285280487866817, 60.009163372235804, 6897.70457535746
-2.2800713561087114, 60.00921553734651, 6894.990714524836
-2.274832775615181, 60.009267802791484, 6892.246083844443
-2.2695643639164302, 60.00932016949237, 6889.470106828698
-2.2642657307856315, 60.009372638385756, 6886.662191922266
-2.2589364780248262, 60.00942521042383, 6883.821731996074
-2.2535761992433594, 60.00947788657452, 6880.9481038205795
-2.2481844796284944, 60.009530667822034, 6878.040667517206
-2.2427608957079053, 60.009583555167026, 6875.098765986946
-2.2373050151036646, 60.00963654962727, 6872.121724314942
-2.231816396277402, 60.009689652237924, 6869.108849149916
-2.226294588266204, 60.00974286405187, 6866.059428057113
-2.2207391304088833, 60.00979618614041, 6862.972728843505
-2.215149552062158, 60.009849619593545, 6859.847998853767
-2.20952537230633, 60.00990316552044, 6856.684464235575
-2.2038660996399533, 60.009956825050004, 6853.481329172648
-2.19817123166301, 60.01001059933121, 6850.237775083786
-2.1924402547480755, 60.01006448953394, 6846.952959786241
-2.186672643698915, 60.010118496849195, 6843.626016621408
-2.1808678613959134, 60.01017262248979, 6840.2560535409175
-2.175025358427769, 60.01022686769097, 6836.842152150985
-2.1691445727087255, 60.01028123371093, 6833.383366712708
-2.16322492908075, 60.01033572183145, 6829.878723095986
-2.157265838899872, 60.01039033335863, 6826.327217684463
-2.1512666996059333, 60.01044506962327, 6822.727816228787
-2.145226894274945, 60.01049993198199, 6819.079452645274
-2.1391457911532292, 60.01055492181747, 6815.381027756987
-2.133022743172386, 60.01061004053955, 6811.631407973818
-2.1268570874441766, 60.01066528958573, 6807.829423908194
-2.120648144734299, 60.010720670422096, 6803.97386892264
-2.114395218913989, 60.010776184544156, 6800.0634976052
-2.108097596388309, 60.01083183347761, 6796.097024168538
-2.101754545499925, 60.01088761877933, 6792.073120768115
-2.09536531590709, 60.01094354203801, 6787.990415734639
-2.0889291379345125, 60.010999604875515, 6783.847491715638
-2.0824452218956315, 60.01105580894756, 6779.642883720539
-2.0759127573847906, 60.011112155944836, 6775.375077063385
-2.069330912537725, 60.011168647593976, 6771.042505196839
-2.0626988332585547, 60.0112252856589, 6766.643547430593
-2.0560156424115474, 60.01128207194173, 6762.176526526985
-2.0492804389756234, 60.01133900828406, 6757.639706165888
-2.0424922971595643, 60.011396096568205, 6753.031288270521
-2.035650265475704, 60.01145333871855, 6748.3494101851
-2.028753365769703, 60.01151073670281, 6743.592141694611
-2.0218005922039497, 60.0115682925334, 6738.757481876256
-2.014790910191832, 60.011626008269076, 6733.843355771271
-2.0077232552800557, 60.011683886016364, 6728.847610865013
-2.0005965319758814, 60.011741927931084, 6723.768013362172
-1.9934096125160523, 60.011800136220074, 6718.602244243034
-1.9861613355738423, 60.01185851314295, 6713.347895085487
-1.9788505049004812, 60.01191706101397, 6708.002463636309
-1.971475887896918, 60.01197578220381, 6702.563349113909
-1.9640362141115733, 60.01203467914149, 6697.027847223182
-1.956530173659449, 60.0120937543167, 6691.3931448616
-1.9489564155575871, 60.01215301028176, 6685.656314493856
-1.9413135459715316, 60.01221244965394, 6679.814308170464
-1.933600126366987, 60.01227207511788, 6673.863951163577
-1.9258146715605042, 60.01233188942796, 6667.801935191046
-1.9179556476624608, 60.012391895411085, 6661.624811197033
-1.9100214699051576, 60.012452095969245, 6655.328981654897
-1.9020105003482106, 60.01251249408261, 6648.910692354753
-1.893921045452879, 60.01257309281226, 6642.366023634899
-1.885751353516209, 60.01263389530361, 6635.690881012383
-1.877499611955194, 60.012694904789534, 6628.8809851639335
-1.8691639444303159, 60.012756124594006, 6621.931861203838
-1.8607424077969423, 60.0128175581358, 6614.8388272002585
-1.8522329888720994, 60.01287920893224, 6607.596981865855
-1.8436336010030607, 60.012941080603376, 6600.201191352336
-1.8349420804230117, 60.01300317687632, 6592.646075071525
-1.8261561823777879, 60.013065501589665, 6584.925990457917
-1.8172735770062487, 60.01312805869832, 6577.035016578967
-1.808291844955278, 60.013190852278676, 6568.96693648978
-1.7992084727087032, 60.01325388653391, 6560.715218218159
-1.7900208476074988, 60.013317165799535, 6552.272994253883
-1.780726252536552, 60.0133806945495, 6543.633039402727
-1.7713218602509146, 60.01344447740249, 6534.787746850555
-1.7618047273119128, 60.0135085191287, 6525.729102265937
-1.752171787600579, 60.013572824656706, 6516.448655750646
-1.7424198453727286, 60.01363739908147, 6506.937491425922
-1.7325455678164212, 60.01370224767198, 6497.186194418162
-1.7225454770685986, 60.013767375879944, 6487.184814980275
-1.7124159416433105, 60.01383278934882, 6476.922829454022
-1.702153167218965, 60.01389849392356, 6466.389097743351
-1.691753186726575, 60.013964495660794, 6455.571816929016
-1.681211849674751, 60.01403080083979, 6444.458470609105
-1.6705248106402721, 60.01409741597443, 6433.035773498471
-1.659687516845281, 60.01416434782546, 6421.289610760824
-1.6486951947333415, 60.014231603413975, 6409.204971479519
-1.6375428354467194, 60.01429919003586, 6396.765875595542
-1.6262251790960527, 60.014367115276876, 6383.955293551913
-1.614736697700932, 60.014435387029565, 6370.755057781167
-1.6030715766655597, 60.01450401351051, 6357.145765054065
-1.5912236946373803, 60.01457300327964, 6343.106668570769
-1.5791866015780471, 60.01464236526063, 6328.61555851705
-1.566953494854989, 60.01471210876282, 6313.648629623776
-1.5545171931377348, 60.01478224350517, 6298.180334053331
-1.5418701078555943, 60.0148527796419, 6282.183217686224
-1.5290042119417162, 60.01492372779007, 6265.627737588192
-1.5159110055522382, 60.01499509905985, 6248.482058094313
-1.5025814784075653, 60.01506690508687, 6230.7118225427
-1.489006068354611, 60.01513915806777, 6212.279897213458
-1.4751746156933467, 60.01521187079825, 6193.146083465266
-1.4610763127465578, 60.01528505671521, 6173.266793393379
-1.4466996480771186, 60.015358729941944, 6152.594683538048
-1.4320323446702792, 60.015432905337875, 6131.078240224088
-1.4170612912973972, 60.015507598552865, 6108.661308977691
-1.4017724661595277, 60.01558282608636, 6085.282559104699
-1.3861508517713355, 60.0156586053525, 6060.874872874754
-1.3701803398840313, 60.01573495475147, 6035.36464677456
-1.3538436250562658, 60.01581189374802, 6008.670989892572
-1.3371220852586292, 60.015889442957395, 5980.704801577314
-1.319995647634507, 60.01596762424066, 5951.367706948616
-1.3024426372299713, 60.01604646080962, 5920.5508244786215
-1.2844396061393892, 60.01612597734282, 5888.133334500298
-1.2659611400811352, 60.01620620011387, 5853.980810895275
-1.2469796389072072, 60.0162871571337, 5817.94327004361
-1.2274650669480371, 60.01636887830831, 5779.852880984082
-1.2073846683839613, 60.01645139561398, 5739.521268124638
-1.1867026420014009, 60.01653474329191, 5696.736322113502
-1.16537976871837, 60.01661895806449, 5651.258414815778
-1.1433729841362459, 60.016704079375586, 5602.815889713401
-1.1206348870845697, 60.01679014965761, 5551.099668181759
-1.0971131736780322, 60.01687721462758, 5495.756773430742
-1.0727499848297724, 60.016965323614116, 5436.382525561601
-1.0474811535388109, 60.01705452991857, 5372.511101043141
-1.021235336748708, 60.01714489120923, 5303.604075686256
-0.9939330154554873, 60.01723646994963, 5229.036479885183
-0.9654853465583153, 60.017329333855855, 5148.079787582285
-0.9357928516271864, 60.01742355637505, 5059.8811379948
-0.9047439329026724, 60.01751921716865, 4963.437959682348
-0.8722132181367379, 60.01761640257171, 4857.56705067529
-0.8380597578215414, 60.01771520598098, 4740.867111275458
-0.8021251383274174, 60.01781572809473, 4611.673819193365
-0.7642316444505173, 60.017918076881294, 4468.006956228345
-0.7241807237755614, 60.01802236708562, 4307.510169218145
-0.6817522018828518, 60.018128718980016, 4127.386261112132
-0.636705012784148, 60.01823725591797, 3924.33545922097
-0.588780694334816, 60.018348100046325, 3694.5124800093276
-0.5377115991482929, 60.018461365273446, 3433.5326023511584
-0.4832366749702192, 60.0185771463189, 3136.579589520893
-0.42512857561258777, 60.0186955025086, 2798.698983628157
-0.3632361419193184, 60.01881643522228, 2415.3901499762505
-0.2975445490791756, 60.018939859080334, 1983.6101901471357
-0.22824946832371287, 60.019065569754645, 1503.2119477750796
-0.1558297702619617, 60.0191932159617, 978.5840176598618
-0.08108828325440136, 60.01932228826767, 419.85800067137694
-0.02644511336164737, 60.01941574313953, 5.1253417128199334
-0.026446631221155075, 60.01941574185111, 5.136895984092777
-0.02644814921212008, 60.01941574056258, 5.148451255107642
-0.026449667334553686, 60.01941573927399, 5.160007525949896
-0.02645118558846718, 60.01941573798533, 5.171564796705015
-0.026452703973871828, 60.01941573669659, 5.183123067458591
-0.026454222490778972, 60.01941573540778, 5.194682338296443
-0.026455741139199875, 60.019415734118915, 5.206242609303936
-0.02645725991914585, 60.01941573282997, 5.21780388056723
-0.026458778830628193, 60.01941573154096, 5.229366152171689
-0.026460297873658202, 60.019415730251865, 5.24092942420313
-0.026461817048247162, 60.0194157289627, 5.252493696747263
-0.026463336354406362, 60.01941572767347, 5.264058969889333
-0.026464855792147135, 60.01941572638416, 5.275625243715501
-0.02646637536148076, 60.01941572509478, 5.287192518311472
-0.02646789506241854, 60.01941572380533, 5.298760793762609
-0.026469414894971798, 60.0194157225158, 5.31033007015496
-0.026470934859151807, 60.019415721226196, 5.321900347574226
-0.026472454954969884, 60.019415719936525, 5.333471626105772
-0.026473975182437354, 60.01941571864676, 5.345043905836099
-0.026475495541565485, 60.019415717356935, 5.356617186850114
-0.026477016032365627, 60.01941571606704, 5.368191469233861
-0.026478536654849068, 60.019415714777054, 5.379766753073502
-0.026480057409027126, 60.01941571348699, 5.391343038454511
-0.02648157829491109, 60.01941571219686, 5.402920325462477
-0.026483099312512304, 60.01941571090664, 5.414498614183562
-0.02648462046184205, 60.019415709616354, 5.426077904703241
-0.02648614174291166, 60.01941570832598, 5.437658197107441
-0.026487663155732442, 60.019415707035535, 5.4492394914819835
-0.02648918470031571, 60.01941570574501, 5.460821787912571
-0.02649070637667279, 60.0194157044544, 5.472405086485134
-0.026492228184814972, 60.019415703163716, 5.483989387285375
-0.026493750124753582, 60.01941570187295, 5.495574690399111
-0.026495272196499973, 60.019415700582094, 5.507160995912613
-0.026496794400065464, 60.01941569929122, 5.518748303910788
-0.02649831673546134, 60.019415698000266, 5.530336614480022
-0.026499839202698945, 60.019415696709224, 5.541925927706358
-0.02650136180178959, 60.0194156954181, 5.553516243675611
-0.026502884532744596, 60.01941569412689, 5.5651075624735995
-0.026504407395575313, 60.0194156928356, 5.576699884186365
-0.026505930390293062, 60.01941569154424, 5.588293208899496
-0.026507453516909158, 60.01941569025283, 5.599887536698698
-0.02650897677543493, 60.01941568896134, 5.611482867670237
-0.026510500165881693, 60.01941568766976, 5.623079201899931
-0.026512023688260798, 60.0194156863781, 5.634676539473823
-0.026513547342583564, 60.019415685086365, 5.6462748804779554
-0.026515071128861336, 60.01941568379457, 5.657874224997575
-0.02651659504710543, 60.01941568250271, 5.669474573119066
-0.02651811909732719, 60.019415681210766, 5.681075924928471
-0.02651964327953793, 60.01941567991872, 5.692678280511946
-0.02652116759374901, 60.019415678626615, 5.7042816399549645
-0.02652269203997177, 60.01941567733445, 5.715886003343455
-0.02652421661821753, 60.0194156760422, 5.7274913707638015
-0.026525741328497623, 60.01941567474987, 5.7390977423017056
-0.0265272661708234, 60.01941567345746, 5.750705118043435
-0.026528791145206218, 60.019415672165, 5.762313498074464
-0.026530316251657384, 60.01941567087245, 5.773922882481403
-0.02653184149018827, 60.01941566957979, 5.785533271350295
-0.025010860530973154, 60.01941566829462, 5.792889176673043
-0.025012320151482775, 60.019415667039404, 5.781777414062721
-0.025013779898450154, 60.019415665784116, 5.770664689557073
-0.025015239771886175, 60.019415664528736, 5.759551003073296
-0.02501669977180171, 60.01941566327329, 5.748436354529158
-0.025018159898207652, 60.019415662017785, 5.737320743841969
-0.02501962015111485, 60.01941566076221, 5.726204170929724
-0.025021080530534208, 60.01941565950656, 5.715086635709051
-0.025022541036476584, 60.01941565825084, 5.703968138098173
-0.02502400166895285, 60.019415656995044, 5.69284867801406
-0.025025462427973877, 60.01941565573917, 5.681728255374364
-0.025026923313550567, 60.01941565448324, 5.670606870096968
-0.025028384325693792, 60.01941565322722, 5.659484522098499
-0.025029845464414443, 60.01941565197112, 5.648361211296953
-0.025031306729723393, 60.019415650714976, 5.637236937609642
-0.025032768121631514, 60.01941564945876, 5.626111700954107
-0.02503422964014972, 60.01941564820245, 5.614985501247203
-0.02503569128528888, 60.01941564694607, 5.60385833840704
-0.02503715305705986, 60.019415645689634, 5.592730212350817
-0.025038614955473562, 60.019415644433124, 5.581601122996072
-0.025040076980540872, 60.019415643176536, 5.570471070260008
-0.02504153913227269, 60.019415641919885, 5.55934005405982
-0.025043001410679902, 60.01941564066315, 5.548208074313165
-0.025044463815773386, 60.019415639406354, 5.537075130937354
-0.025045926347564047, 60.01941563814948, 5.525941223849701
-0.02504738900606276, 60.01941563689253, 5.514806352967748
-0.02504885179128043, 60.01941563563552, 5.503670518208577
-0.025050314703227956, 60.019415634378426, 5.492533719489733
-0.025051777741916244, 60.01941563312126, 5.481395956728298
-0.02505324090735616, 60.01941563186402, 5.470257229841815
-0.025054704199558624, 60.019415630606716, 5.459117538747712
-0.025056167618534516, 60.01941562934933, 5.447976883363075
-0.025057631164294738, 60.01941562809188, 5.436835263605444
-0.02505909483685018, 60.01941562683435, 5.425692679392019
-0.025060558636211767, 60.019415625576755, 5.414549130640115
-0.025062022562390398, 60.01941562431909, 5.403404617266931
-0.02506348661539697, 60.019415623061334, 5.392259139189555
-0.025064950795242385, 60.01941562180353, 5.381112696325869
-0.025066415101937543, 60.019415620545644, 5.369965288592732
-0.025067879535493335, 60.019415619287685, 5.358816915907458
-0.025069344095920727, 60.01941561802966, 5.347667578187136
-0.02507080878323057, 60.01941561677156, 5.336517275349194
-0.02507227359743379, 60.01941561551338, 5.325366007310943
-0.02507373853854128, 60.01941561425513, 5.314213773989474
-0.025075203606563953, 60.019415612996816, 5.303060575302214
-0.025076668801512728, 60.01941561173843, 5.291906411166477
-0.025078134123398526, 60.01941561047996, 5.280751281498897
-0.02507959957223226, 60.01941560922143, 5.26959518621713
-0.025081065148024818, 60.01941560796283, 5.258438125238376
-0.02508253085078714, 60.01941560670415, 5.247280098479611
-0.025083996680530123, 60.01941560544539, 5.236121105858148
-0.02508546263726468, 60.01941560418657, 5.224961147291419
-0.025086928721001753, 60.01941560292768, 5.21380022269628
-0.025088394931752214, 60.019415601668705, 5.202638331989937
-0.02508986126952704, 60.019415600409666, 5.19147547508959
-0.025091327734337143, 60.01941559915055, 5.1803116519122145
-0.025092794326193383, 60.01941559789136, 5.169146862375239
-0.025094261045106758, 60.0194155966321, 5.1579811063956384
-0.025095727891088132, 60.01941559537277, 5.146814383890841
-0.025097194864148433, 60.01941559411337, 5.1356466947777095
-0.02509866196429863, 60.019415592853896, 5.124478038973334
